code,name,wac,city,state,country,globalregion,latitude,longitude
IXQ,Kamalpur Airport,733,Kamalpur,,India,Asia,24.1325,91.8156
IXR,Birsa Munda,733,Ranchi,,India,Asia,23.3144,85.3236
IXS,Kumbhirgram,733,Silchar,,India,Asia,24.9122,92.9814
IXT,Pasighat,733,Pasighat,,India,Asia,28.0667,95.3667
IXU,Aurangabad,733,Aurangabad,,India,Asia,19.8636,75.4011
IXV,Along Airport International,733,Along,,India,Asia,28.2,94.8167
IXW,Sonari,733,Jamshedpur,,India,Asia,22.8131,86.1689
IXY,Kandla,733,Kandla,,India,Asia,23.1111,70.1042
IXZ,Veer Savarkar,733,"Port Blair, Andaman",,India,Asia,11.6483,92.7436
IYK,Kern County,91,Inyokern,California,United States,North America,35.6567,-117.8292
IZA,Presidente I. Franco,316,Juiz de Fora,Minas Gerais,Brazil,South America,-21.5114,-43.1731
IZM,Metropolitan Area,679,Izmir - Turkey,,Turkey,Europe,38.2894,27.1589
IZO,Izumo,736,Izumo,,Japan,Asia,35.4094,132.8894
IZT,Ixtepec,148,Ixtepec,,Mexico,North America,16.5692,-95.1083
JAA,Jalalabad,701,Jalalabad,,Afghanistan,Asia,34.4,70.5
JAB,Jabiru Airport,802,Jabiru,Northern Territory,Australia,Australasia,-12.6597,132.8919
JAC,Jackson Hole,88,Jackson Hole,Wyoming,United States,North America,43.6067,-110.7369
JAD,Jandakot,802,Perth,Western Australia,Australia,Australasia,-32.0833,115.8833
JAE,Technology Park Heliport,34,Atlanta,Georgia,United States,North America,33.6381,-84.4244
JAF,Kankesanturai,711,Jaffna,,Sri Lanka,Asia,9.7917,80.075
JAG,Jacobabad,764,Jacobabad,,Pakistan,Asia,28.2833,68.4333
JAH,Agora Helipad,427,Aubagne,,France,Europe,43.2833,5.6
JAI,Jaipur International,733,Jaipur ,,India,Asia,26.8217,75.8061
JAJ,Perimeter Mall Heliport,34,Atlanta,Georgia,United States,North America,33.6353,-84.4217
JAK,Jacmel,238,Jacmel,,Haiti,Caribbean,18.2406,-72.5186
JAL,El Lencero,148,Jalapa,,Mexico,North America,19.4722,-96.7819
JAM,Bezmer Airport,411,Jambol,,Bulgaria,Europe,42.455,26.3522
JAN,Allen C Thompson Fld,53,Jackson,Mississippi,United States,North America,32.3097,-90.0758
JAO,Beaver Ruin Heliport,34,Atlanta,Georgia,United States,North America,33.6464,-84.4328
JAP,Chacarita Airport,110,Puntarenas,,Costa Rica,Central America,9.9667,-84.8333
JAQ,Jacquinot Bay,804,Jacquinot Bay,,Papua New Guinea,Australasia,-5.6,151.5167
JAR,Jahrom Airport,632,Jahrom,,Iran,Middle East,28.5167,53.55
JAS,Jasper County-Bell Fld,74,Jasper,Texas,United States,North America,30.9167,-94.0167
JAT,Jabot Island,844,Jabot Island,,Marshall Islands,Australasia,7,168.9833
JAU,Jauja Airport,368,Jauja,,Peru,South America,-11.75,-75.25
JAV,Jakobshavn,975,Ilulissat,,Greenland,North America,69.2167,-51.1
JAX,Jacksonville Intl,33,Jacksonville,Florida,United States,North America,30.4847,-81.6878
JBB,Noto Hadinegoro Airport,732,Jember,,Indonesia,Asia,-8.2422,113.6944
JBC,Boston City Heliport,13,Boston,Massachusetts,United States,North America,42.3439,-71.0494
JBD,CZ Bus Station,713,Jiangmen,,China,Asia,22.5858,113.0858
JBK,Berkeley Airport,91,Berkeley,California,United States,North America,37.8667,-122.3
JBP,Commerce Bus. Plaza Heliport,91,Los Angeles,California,United States,North America,33.9867,-118.1597
JBQ,Dr. Joaquin Balaguer Airport,224,Santo Domingo,,Dominican Republic,Caribbean,18.5722,-69.9856
JBR,Jonesboro Municipal,71,Jonesboro,Arkansas,United States,North America,35.83,-90.6483
JBS,Hacienda Business Park Heliport,91,Pleasanton,California,United States,North America,37.6997,-121.9
JBT,Sea Plane Base,1,Bethel,Alaska,United States,North America,60.8,-161.75
JBU,Bus Station,482,Santiago De Compostela,,Spain,Europe,42.8875,-8.5342
JCA,Croisette Heliport,427,Cannes-Croisette,,France,Europe,43.55,7.0167
JCB,Santa Terezinha Airport,316,Joacaba,Santa Catarina,Brazil,South America,-27.1667,-51.5167
JCC,China Basin Heliport,91,San Francisco,California,United States,North America,37.75,-122.4167
JCD,St. Croix Downtown Heliport,4,Saint Croix Island,U.S. Virgin Islands,United States,North America,17.7,-64.7833
JCE,Convention Center Heliport,91,Oakland,California,United States,North America,37.8167,-122.2667
JCH,Heliport,975,Qasigiannguit,,Greenland,North America,68.8333,-51
JCI,Johnson Industrial,64,Kansas City,Missouri,United States,North America,38.8317,-94.8897
JCJ,Chuja Heliport,778,Chuja,,South Korea,Asia,33.9444,126.3278
JCK,Julia Creek,802,Julia Creek,Queensland,Australia,Australasia,-20.6703,141.7208
JCM,Jacobina Airport,316,Jacobina,Bahia,Brazil,South America,-11.1833,-40.5167
JCN,Incheon Heliport,778,Incheon,,South Korea,Asia,37.4722,126.6083
JCO,Comino Heliport,456,Comino,,Malta,Europe,36.0167,14.3333
JCR,Jacareacanga,316,Jacareacanga,Para,Brazil,South America,-6.2336,-57.7683
JCT,Kimble County Airport,74,Junction,Texas,United States,North America,30.4833,-99.7667
JCU,Ceuta Heliport,482,Ceuta,,Spain,Europe,36,-5
JCX,Citicorp Plaza Heliport,91,Los Angeles,California,United States,North America,34.0667,-118.25
JCY,LBJ Ranch,74,Johnson City,Texas,United States,North America,32.3333,-97.3333
JDA,Grant County Regional,92,John Day,Oregon,United States,North America,44.4167,-118.95
JDB,Dallas Downtown Heliport,74,Dallas,Texas,United States,North America,32.7667,-97.3167
JDF,Francisco de Assis,316,Juiz de Fora,Minas Gerais,Brazil,South America,-21.75,-43.3333
JDG,Bus Station,778,Jeongseok,,South Korea,Asia,33.3983,126.7131
JDH,Jodhpur,733,Jodhpur,,India,Asia,26.2606,73.0478
JDM,Miami Downtown Heliport,33,Miami,Florida,United States,North America,25.75,-80.25
JDN,Jordan Airport,84,Jordan,Montana,United States,North America,47.3167,-106.8833
JDO,O. Bezerra de Menezes,316,Juazeiro Do Norte,Ceara,Brazil,South America,-7.2,-39.3167
JDP,Heliport De Paris,427,Paris,,France,Europe,48.8167,2.2833
JDR,O. de Almeida Neves,316,Sao Joao del Rei,Rio Grande do Sul,Brazil,South America,-21.0864,-43.2264
JDT,Minneapolis Downtown Heliport,63,Minneapolis,Minnesota,United States,North America,44.9833,-93.2667
JDX,First City Heliport,74,Houston,Texas,United States,North America,29.7667,-95.3333
JDY,Downey Heliport,91,Downey,California,United States,North America,33.95,-118.1167
JDZ,Jingdezhen,713,Jingdezhen,,China,Asia,29.2667,117.1833
JEA,Railway Station,482,Jaen,,Spain,Europe,37.7797,-3.7906
JEC,Off-Line Point,21,Jersey City,New Jersey,United States,North America,40.9317,-74.0631
JED,King Abdulaziz Intl,670,Jeddah,,Saudi Arabia,Middle East,21.6713,39.1597
JEE,Jeremie,238,Jeremie,,Haiti,Caribbean,18.6622,-74.1697
JEF,Jefferson City Meml,64,Jefferson City,Missouri,United States,North America,38.5922,-92.1564
JEG,Aasiaat,975,Aasiaat,,Greenland,North America,68.7,-52.75
JEJ,Jeh Island,844,Jeh Island,,Marshall Islands,Australasia,7.5833,168.9167
JEK,Jeki Airstrip,597,Lower Zambezi Nat. Park,,Zambia,Africa,-15.6331,29.6042
JEM,Emeryville Heliport,91,Emeryville,California,United States,North America,37.8333,-122.3
JEQ,Jequie Airport,316,Jequie,Bahia,Brazil,South America,-13.85,-40.0833
JER,Jersey States,493,Jersey,Channel Islands,United Kingdom,Europe,49.2111,-2.2167
JEV,Evry Heliport,427,Evry,,France,Europe,48.6167,2.4167
JFK,John F Kennedy Intl,22,New York-JFK,New York,United States,North America,40.6386,-73.7769
JFM,Fremantle Heliport,802,Fremantle,Western Australia,Australia,Australasia,-32.05,115.75
JFN,Northeast Ohio Regional,44,Ashtabula,Ohio,United States,North America,41.7333,-80.7667
JFR,Frederikshaab,975,Paamiut,,Greenland,North America,62.0003,-49.7003
JGA,Govardhanpur,733,Jamnagar,,India,Asia,22.4633,70.0119
JGB,Jagdalpur Airport,733,Jagdalpur,,India,Asia,19.0667,82.0333
JGC,Grand Canyon Helipt,81,Grand Canyon,Arizona,United States,North America,35.9667,-112.1333
JGD,Jiagedaqi,713,Jiagedaqi,,China,Asia,50.3706,124.1167
JGE,Geoje Heliport,778,Geoje,,South Korea,Asia,34.9,128.6833
JGL,Galleria Heliport,34,Atlanta,Georgia,United States,North America,33.8861,-84.4669
JGN,Jiayuguan,713,Jiayuguan,,China,Asia,39.8575,98.3408
JGO,Heliport,975,Qeqertarsuaq,,Greenland,North America,69.25,-53.55
JGP,Greenway Plaza Heliport,74,Houston,Texas,United States,North America,29.6667,-95.25
JGQ,Transco Tower Heliport,74,Houston,Texas,United States,North America,29.7667,-95.4667
JGR,Kangilinnguit Heliport,975,Kangilinnguit,,Greenland,North America,61.2333,-48.1
JGS,Jinggangshan,713,Ji'an,,China,Asia,26.8997,114.7375
JGX,Glendale Heliport,91,Glendale,California,United States,North America,34.1667,-118.2833
JHB,Senai Intl,749,Johor Bahru,,Malaysia,Asia,1.6389,103.6708
JHC,Island Heliport,22,Garden City,New York,United States,North America,40.7333,-73.6
JHE,Helsingborg Heliport,484,Helsingborg-Hlpt,,Sweden,Europe,56.05,12.7
JHG,Xishuangbanna Gasa International,713,Jinghong,,China,Asia,22.0167,100.8
JHL,Albian Aerodrome,916,Wood Buffalo,Alberta,Canada,North America,57.2278,-111.4195
JHM,Kapalua Airport,2,Kapalua/Maui,Hawaii,United States,North America,20.9661,-156.6772
JHQ,Shute Harbour,802,Shute Harbour,Queensland,Australia,Australasia,-20.2833,148.75
JHS,Holsteinsborg,975,Sisimiut,,Greenland,North America,66.9369,-53.7042
JHW,Jamestown Municipal,22,Jamestown,New York,United States,North America,42.1506,-79.2581
JHY,Hyatt Regency Heliport,13,Cambridge,Massachusetts,United States,North America,42.3667,-71.1028
JIA,Juina,316,Juina,Mato Grosso,Brazil,South America,-11.5,-58.8833
JIB,Ambouli International,525,Djibouti,,Djibouti,Africa,11.5467,43.1578
JIC,Jinchuan,713,Jinchang,,China,Asia,38.5419,102.3486
JID,City of Industry Heliport,91,Los Angeles,California,United States,North America,34,-118
JIJ,Jigiga Airport,522,Jijiga,,Ethiopia,Africa,9.3606,42.7888
JIK,Ikaria Island,433,Ikaria Island,,Greece,Europe,37.6828,26.3469
JIL,Ertaizi,713,Jilin,,China,Asia,43.8667,126.65
JIM,Jimma,522,Jimma,,Ethiopia,Africa,7.6544,36.8211
JIN,Jinja,590,Jinja,,Uganda,Africa,0.4564,33.1922
JIO,Ontario International Heliport,91,Ontario,California,United States,North America,34.0667,-117.65
JIP,Jipijapa Airport,337,Jipijapa,,Ecuador,South America,-1,-80.6667
JIQ,Zhoubai,713,Qianjiang Shi,,China,Asia,29.5147,108.8317
JIR,Jiri Airport,755,Jiri,,Nepal,Asia,27.6333,86.2333
JIU,Lushan Airport,713,Jiujiang,,China,Asia,29.7,115.9667
JIW,Jiwani,764,Jiwani,,Pakistan,Asia,25.0833,61.8167
JJA,Jajao Airport,874,Jajao,,Solomon Islands,Australasia,-8.2222,159.2666
JJG,Humberto Bortoluzzi,316,Jaguaruna,Santa Catarina,Brazil,South America,-28.6753,-49.0594
JJI,Juanjui,368,Juanjui,,Peru,South America,-7.15,-76.7167
JJM,Mulika Lodge,535,Meru-Kinna,,Kenya,Africa,0.2281,38.1722
JJN,Jinjiang,713,Quanzhou,,China,Asia,24.9,118.5833
JJU,Julianehaab Heliport,975,Qaqortoq,,Greenland,North America,60.75,-46
JKG,Axamo,484,Jonkoping,,Sweden,Europe,57.7578,14.0703
JKH,Omiros Airport,433,Chios,,Greece,Europe,38.3431,26.1406
JKL,Kalymnos Island,433,Kalymnos,,Greece,Europe,36.9633,26.9572
JKR,Janakpur,755,Janakpur,,Nepal,Asia,26.7083,85.9239
JKT,Metropolitan Area,732,Jakarta-Metro,,Indonesia,Asia,-6.1531,106.8489
JKV,Cherokee County,74,Jacksonville,Texas,United States,North America,31.9667,-95.3333
JLA,Quart Creek Airport,1,Cooper Landing,Alaska,United States,North America,60.4833,-149.85
JLB,Long Beach Heliport,91,Long Beach,California,United States,North America,33.8175,-118.1511
JLD,Landskrona Heliport,484,Landskrona,,Sweden,Europe,56.05,12.7
JLH,United States Army Heliport,41,Arlington Heights,Illinois,United States,North America,42.0833,-87.9833
JLL,Railway Station,713,Jilin,,China,Asia,43.8528,126.5122
JLN,Joplin Municipal,64,Joplin,Missouri,United States,North America,37.1497,-94.4978
JLO,Jesolo Airport,450,Jesolo,,Italy,Europe,45.5333,12.7167
JLP,Juan Les Pins Airport,427,Juan Les Pins,,France,Europe,43.65,7.1
JLR,Jabalpur,733,Jabalpur,,India,Asia,23.1778,80.0542
JLS,Jales Airport,316,Jales,Sao Paulo,Brazil,South America,-20.1667,-50.55
JLX,Union Station Heliport,91,Los Angeles,California,United States,North America,34.1667,-118.3333
JMA,Marriot Astrodome Heliport,74,Houston,Texas,United States,North America,29.9833,-95.34
JMB,Jamba,502,Jamba,,Angola,Africa,-14.7,16.0833
JMC,Marin City Heliport,91,Sausalito,California,United States,North America,37.8786,-122.5097
JMD,Market Centre Heliport,74,Dallas,Texas,United States,North America,32.8,-97.3333
JMH,Schaumburg Marriott Heliport,41,Schaumburg,Illinois,United States,North America,42.0333,-88.0833
JMK,Mykonos,433,Mikonos,,Greece,Europe,37.435,25.3481
JMM,Malmo-Harbour Heliport,484,Malmo-Harbour,,Sweden,Europe,55.6167,13
JMN,Mankato Municipal Heliport,63,Mankato,Minnesota,United States,North America,44.1667,-94.0167
JMO,Jomsom,755,Jomsom,,Nepal,Asia,28.7833,83.7333
JMS,Jamestown Regional,66,Jamestown,North Dakota,United States,North America,46.93,-98.6783
JMU,Dongjiao,713,Jiamusi,,China,Asia,46.8333,130.35
JMY,Mammy Yoko Heliport,571,Freetown,,Sierra Leone,Africa,8.4833,-13.2667
JNA,Januaria,316,Januaria,Minas Gerais,Brazil,South America,-15.4667,-44.3833
JNB,O.R. Tambo International Airport,562,Johannesburg,,South Africa,Africa,-26.1403,28.2428
JNG,Oufu Airport,713,Jining,,China,Asia,35.4167,116.5333
JNH,North Park Inn Heliport,74,Dallas,Texas,United States,North America,32.8167,-97.35
JNI,Junin Airport,303,Junin,Buenos Aires,Argentina,South America,-34.5833,-60.9667
JNJ,Jaaluni,658,Duqm,,Oman,Middle East,19.4744,57.3078
JNN,Heliport,975,Nanortalik,,Greenland,North America,60.15,-45.2167
JNP,Newport Beach Heliport,91,Newport Beach,California,United States,North America,33.6167,-117.9333
JNS,Narsaq Heliport,975,Narsaq,,Greenland,North America,61.0333,-45.5333
JNU,Juneau International,1,Juneau,Alaska,United States,North America,58.3556,-134.5747
JNX,Naxos,433,Naxos,,Greece,Europe,37.0822,25.3686
JNZ,Xiaolingzi,713,Jinzhou,,China,Asia,41.1167,121.0167
JOC,Centerport Heliport,91,Santa Ana,California,United States,North America,33.6667,-117.8667
JOE,Joensuu,425,Joensuu,,Finland,Europe,62.6625,29.6089
JOG,Adisutjipto,732,Yogyakarta,,Indonesia,Asia,-7.7897,110.4306
JOH,Port St. Johns Airport,562,Port St. Johns,,South Africa,Africa,-31.6167,29.5333
JOI,Lauro Carneiro Loyola,316,Joinville,Santa Catarina,Brazil,South America,-26.2,-48.8
JOJ,Doris Lake Ice A/P,934,Hope Bay,Nunavut Territory,Canada,North America,68.1253,-106.585
JOK,Yoshkar-Ola,475,Yoshkar-Ola,Volga Federal District,Russian Federation,Europe,56.7167,47.9
JOL,Jolo,766,Jolo,,Philippines,Asia,6.0553,121.0089
JOM,Njombe Airport,585,Njombe,,Tanzania,Africa,-9.354,34.771
JON,Johnston Island,888,Johnston Island,,United States Minor Outlying Islands,Australasia,16.7306,-169.5353
